firm_id,firm_name,description_firm,website,logo,inactif
11,Yombu,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",http://webeden.co.uk/eget/congue/eget/semper/rutrum.aspx?nec=consectetuer&molestie=adipiscing&sed=elit&justo=proin&pellentesque=risus&viverra=praesent&pede=lectus&ac=vestibulum&diam=quam&cras=sapien&pellentesque=varius&volutpat=ut&dui=blandit&maecenas=non&tristique=interdum&est=in&et=ante&tempus=vestibulum&semper=ante&est=ipsum&quam=primis&pharetra=in&magna=faucibus&ac=orci&consequat=luctus&metus=et&sapien=ultrices&ut=posuere&nunc=cubilia&vestibulum=curae&ante=duis&ipsum=faucibus&primis=accumsan&in=odio&faucibus=curabitur&orci=convallis&luctus=duis&et=consequat&ultrices=dui&posuere=nec&cubilia=nisi&curae=volutpat&mauris=eleifend&viverra=donec&diam=ut&vitae=dolor&quam=morbi&suspendisse=vel&potenti=lectus&nullam=in&porttitor=quam&lacus=fringilla&at=rhoncus&turpis=mauris&donec=enim&posuere=leo&metus=rhoncus&vitae=sed&ipsum=vestibulum&aliquam=sit&non=amet&mauris=cursus&morbi=id&non=turpis&lectus=integer&aliquam=aliquet&sit=massa&amet=id&diam=lobortis&in=convallis&magna=tortor&bibendum=risus&imperdiet=dapibus&nullam=augue&orci=vel&pede=accumsan&venenatis=tellus&non=nisi&sodales=eu,http://dummyimage.com/112x100.png/dddddd/000000,false
12,Wikivu,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",http://jiathis.com/luctus.png?ipsum=id&primis=massa&in=id&faucibus=nisl&orci=venenatis&luctus=lacinia&et=aenean&ultrices=sit&posuere=amet&cubilia=justo&curae=morbi&donec=ut&pharetra=odio&magna=cras&vestibulum=mi&aliquet=pede&ultrices=malesuada&erat=in&tortor=imperdiet&sollicitudin=et&mi=commodo&sit=vulputate&amet=justo&lobortis=in&sapien=blandit&sapien=ultrices&non=enim&mi=lorem&integer=ipsum&ac=dolor&neque=sit&duis=amet&bibendum=consectetuer&morbi=adipiscing&non=elit&quam=proin&nec=interdum&dui=mauris&luctus=non&rutrum=ligula&nulla=pellentesque&tellus=ultrices&in=phasellus&sagittis=id&dui=sapien&vel=in&nisl=sapien&duis=iaculis&ac=congue&nibh=vivamus&fusce=metus&lacus=arcu,http://dummyimage.com/193x100.png/cc0000/ffffff,true
13,Pixonyx,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",https://walmart.com/in/hac.xml?hac=aliquet&habitasse=ultrices&platea=erat&dictumst=tortor&maecenas=sollicitudin&ut=mi&massa=sit&quis=amet&augue=lobortis&luctus=sapien&tincidunt=sapien&nulla=non&mollis=mi&molestie=integer,http://dummyimage.com/147x100.png/5fa2dd/ffffff,false
14,Skibox,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",https://cnn.com/nunc/donec/quis/orci/eget/orci.jsp?in=viverra&felis=eget&donec=congue&semper=eget&sapien=semper&a=rutrum&libero=nulla&nam=nunc&dui=purus&proin=phasellus&leo=in&odio=felis&porttitor=donec&id=semper&consequat=sapien&in=a&consequat=libero&ut=nam&nulla=dui&sed=proin&accumsan=leo&felis=odio&ut=porttitor&at=id&dolor=consequat&quis=in&odio=consequat&consequat=ut&varius=nulla&integer=sed&ac=accumsan&leo=felis,http://dummyimage.com/231x100.png/5fa2dd/ffffff,true
15,Tavu,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",https://nps.gov/gravida/nisi/at.xml?elit=amet&sodales=justo&scelerisque=morbi&mauris=ut&sit=odio&amet=cras&eros=mi&suspendisse=pede&accumsan=malesuada&tortor=in&quis=imperdiet&turpis=et&sed=commodo&ante=vulputate&vivamus=justo&tortor=in&duis=blandit&mattis=ultrices&egestas=enim&metus=lorem&aenean=ipsum&fermentum=dolor&donec=sit&ut=amet&mauris=consectetuer&eget=adipiscing&massa=elit&tempor=proin&convallis=interdum&nulla=mauris&neque=non&libero=ligula&convallis=pellentesque&eget=ultrices&eleifend=phasellus&luctus=id&ultricies=sapien&eu=in&nibh=sapien&quisque=iaculis&id=congue&justo=vivamus&sit=metus&amet=arcu&sapien=adipiscing&dignissim=molestie&vestibulum=hendrerit&vestibulum=at&ante=vulputate&ipsum=vitae&primis=nisl&in=aenean&faucibus=lectus&orci=pellentesque&luctus=eget&et=nunc&ultrices=donec&posuere=quis&cubilia=orci&curae=eget&nulla=orci&dapibus=vehicula&dolor=condimentum&vel=curabitur&est=in&donec=libero&odio=ut&justo=massa&sollicitudin=volutpat&ut=convallis&suscipit=morbi&a=odio&feugiat=odio&et=elementum&eros=eu&vestibulum=interdum&ac=eu&est=tincidunt&lacinia=in&nisi=leo&venenatis=maecenas&tristique=pulvinar&fusce=lobortis&congue=est&diam=phasellus&id=sit&ornare=amet&imperdiet=erat&sapien=nulla,http://dummyimage.com/162x100.png/dddddd/000000,false
16,Fiveclub,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",https://nationalgeographic.com/nisi/vulputate/nonummy/maecenas.jpg?in=arcu&felis=sed&donec=augue&semper=aliquam&sapien=erat&a=volutpat&libero=in&nam=congue&dui=etiam&proin=justo&leo=etiam&odio=pretium&porttitor=iaculis&id=justo&consequat=in&in=hac&consequat=habitasse&ut=platea&nulla=dictumst&sed=etiam&accumsan=faucibus&felis=cursus&ut=urna&at=ut&dolor=tellus&quis=nulla&odio=ut&consequat=erat&varius=id&integer=mauris&ac=vulputate&leo=elementum&pellentesque=nullam&ultrices=varius&mattis=nulla&odio=facilisi&donec=cras&vitae=non&nisi=velit&nam=nec&ultrices=nisi&libero=vulputate&non=nonummy&mattis=maecenas&pulvinar=tincidunt&nulla=lacus&pede=at&ullamcorper=velit&augue=vivamus&a=vel&suscipit=nulla&nulla=eget&elit=eros&ac=elementum&nulla=pellentesque&sed=quisque&vel=porta&enim=volutpat&sit=erat&amet=quisque&nunc=erat&viverra=eros&dapibus=viverra&nulla=eget&suscipit=congue&ligula=eget&in=semper&lacus=rutrum&curabitur=nulla&at=nunc&ipsum=purus&ac=phasellus&tellus=in&semper=felis&interdum=donec&mauris=semper&ullamcorper=sapien&purus=a&sit=libero&amet=nam&nulla=dui&quisque=proin&arcu=leo&libero=odio&rutrum=porttitor&ac=id&lobortis=consequat,http://dummyimage.com/242x100.png/5fa2dd/ffffff,true
17,Dynabox,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",https://weather.com/mi/pede.png?phasellus=nibh&in=in&felis=hac&donec=habitasse&semper=platea&sapien=dictumst&a=aliquam&libero=augue&nam=quam&dui=sollicitudin,http://dummyimage.com/144x100.png/5fa2dd/ffffff,false
18,Dablist,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,https://dion.ne.jp/etiam/vel/augue/vestibulum/rutrum/rutrum.js?quis=luctus&libero=nec&nullam=molestie&sit=sed&amet=justo&turpis=pellentesque&elementum=viverra&ligula=pede&vehicula=ac&consequat=diam&morbi=cras&a=pellentesque&ipsum=volutpat&integer=dui&a=maecenas&nibh=tristique&in=est&quis=et&justo=tempus&maecenas=semper&rhoncus=est&aliquam=quam&lacus=pharetra&morbi=magna&quis=ac&tortor=consequat&id=metus&nulla=sapien&ultrices=ut&aliquet=nunc&maecenas=vestibulum&leo=ante&odio=ipsum&condimentum=primis&id=in&luctus=faucibus&nec=orci&molestie=luctus&sed=et&justo=ultrices&pellentesque=posuere&viverra=cubilia&pede=curae&ac=mauris&diam=viverra&cras=diam&pellentesque=vitae&volutpat=quam&dui=suspendisse&maecenas=potenti&tristique=nullam&est=porttitor&et=lacus&tempus=at&semper=turpis&est=donec&quam=posuere&pharetra=metus&magna=vitae&ac=ipsum,http://dummyimage.com/118x100.png/dddddd/000000,true
19,Topicstorm,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://harvard.edu/elementum.xml?morbi=sollicitudin&vestibulum=ut&velit=suscipit&id=a&pretium=feugiat&iaculis=et&diam=eros&erat=vestibulum&fermentum=ac&justo=est&nec=lacinia&condimentum=nisi&neque=venenatis&sapien=tristique&placerat=fusce&ante=congue&nulla=diam&justo=id&aliquam=ornare&quis=imperdiet&turpis=sapien&eget=urna&elit=pretium&sodales=nisl,http://dummyimage.com/199x100.png/dddddd/000000,true
20,Teklist,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",https://businessweek.com/mi/pede/malesuada/in/imperdiet/et.xml?consequat=amet&lectus=erat&in=nulla&est=tempus&risus=vivamus&auctor=in&sed=felis&tristique=eu&in=sapien&tempus=cursus&sit=vestibulum&amet=proin&sem=eu&fusce=mi&consequat=nulla&nulla=ac&nisl=enim&nunc=in&nisl=tempor&duis=turpis&bibendum=nec&felis=euismod&sed=scelerisque&interdum=quam&venenatis=turpis&turpis=adipiscing&enim=lorem&blandit=vitae&mi=mattis&in=nibh&porttitor=ligula&pede=nec&justo=sem&eu=duis&massa=aliquam&donec=convallis&dapibus=nunc&duis=proin&at=at&velit=turpis&eu=a&est=pede&congue=posuere&elementum=nonummy&in=integer&hac=non&habitasse=velit&platea=donec&dictumst=diam&morbi=neque&vestibulum=vestibulum&velit=eget&id=vulputate&pretium=ut&iaculis=ultrices&diam=vel&erat=augue&fermentum=vestibulum&justo=ante&nec=ipsum&condimentum=primis&neque=in&sapien=faucibus&placerat=orci&ante=luctus&nulla=et&justo=ultrices&aliquam=posuere&quis=cubilia&turpis=curae&eget=donec&elit=pharetra&sodales=magna&scelerisque=vestibulum&mauris=aliquet&sit=ultrices&amet=erat&eros=tortor&suspendisse=sollicitudin&accumsan=mi&tortor=sit&quis=amet&turpis=lobortis&sed=sapien&ante=sapien&vivamus=non&tortor=mi&duis=integer&mattis=ac&egestas=neque&metus=duis,http://dummyimage.com/139x100.png/cc0000/ffffff,true
21,Mycat,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,https://elegantthemes.com/sapien/varius/ut/blandit/non/interdum.html?nullam=cum&molestie=sociis&nibh=natoque&in=penatibus&lectus=et&pellentesque=magnis&at=dis&nulla=parturient&suspendisse=montes&potenti=nascetur&cras=ridiculus&in=mus&purus=vivamus&eu=vestibulum&magna=sagittis&vulputate=sapien&luctus=cum&cum=sociis&sociis=natoque&natoque=penatibus&penatibus=et&et=magnis&magnis=dis&dis=parturient&parturient=montes&montes=nascetur&nascetur=ridiculus&ridiculus=mus&mus=etiam&vivamus=vel&vestibulum=augue&sagittis=vestibulum&sapien=rutrum&cum=rutrum&sociis=neque&natoque=aenean&penatibus=auctor&et=gravida&magnis=sem&dis=praesent&parturient=id&montes=massa&nascetur=id&ridiculus=nisl&mus=venenatis&etiam=lacinia&vel=aenean&augue=sit&vestibulum=amet&rutrum=justo&rutrum=morbi&neque=ut&aenean=odio&auctor=cras&gravida=mi&sem=pede&praesent=malesuada&id=in&massa=imperdiet&id=et&nisl=commodo&venenatis=vulputate&lacinia=justo&aenean=in&sit=blandit&amet=ultrices&justo=enim&morbi=lorem&ut=ipsum&odio=dolor&cras=sit&mi=amet&pede=consectetuer,http://dummyimage.com/187x100.png/5fa2dd/ffffff,false
22,Trupe,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,http://rambler.ru/laoreet.json?sagittis=vel&dui=sem&vel=sed&nisl=sagittis,http://dummyimage.com/191x100.png/5fa2dd/ffffff,false
23,Kwimbee,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",http://photobucket.com/molestie/hendrerit/at/vulputate/vitae/nisl/aenean.json?neque=eget&aenean=nunc&auctor=donec&gravida=quis&sem=orci&praesent=eget&id=orci&massa=vehicula&id=condimentum&nisl=curabitur&venenatis=in&lacinia=libero&aenean=ut&sit=massa&amet=volutpat&justo=convallis&morbi=morbi&ut=odio&odio=odio&cras=elementum&mi=eu&pede=interdum&malesuada=eu&in=tincidunt&imperdiet=in&et=leo&commodo=maecenas&vulputate=pulvinar&justo=lobortis&in=est&blandit=phasellus&ultrices=sit&enim=amet&lorem=erat,http://dummyimage.com/121x100.png/ff4444/ffffff,true
24,Buzzdog,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",https://youtube.com/diam/in.xml?purus=erat&eu=volutpat&magna=in&vulputate=congue&luctus=etiam&cum=justo&sociis=etiam&natoque=pretium&penatibus=iaculis&et=justo&magnis=in&dis=hac,http://dummyimage.com/214x100.png/cc0000/ffffff,false
